Time,GCA - A1 (Jarvis North),GCA - A4 (Steve C),W05,W03,W06,W04,W08,Target Level,Faults,EM-Faults
19:18:18,100,100,100,100,100,100,100,100,none,"[""b'accepts 2 arg(s), received 3\\n'""]"
